scene,ray_kind,ray_order,bvh_builder,width,height,max_leaf_triangles,timing_scope,sample_index,milliseconds
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,7,0.66662401
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,8,0.67584002
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,0,0.55705601
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,1,0.551872015
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,2,0.56387198
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,3,0.557887971
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,4,0.558080018
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,5,0.558080018
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,6,0.547807992
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,7,0.556032002
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,8,0.547839999
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,0,1.17350399
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,1,1.16115201
CheckerMid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,2,1.16940796
